,budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year,isprofit,profitability_ratio,profitability_ratio_bucket,adult,id,imdb_id,original_title,overview,popularity,tagline,title,genres_edited,spoken_languages_edited,production_countries_edited,keywords_edited,year_released
45,175000,Other,USA,Spike Lee,Comedy,7137502,She's Gotta Have It,R,8.08.1986 00:00,84,6.6,Tracy Camilla Johns,5257,Spike Lee,1986,1,39.78572571,3979,FALSE,27995,tt0091939,She's Gotta Have It,"The story of Nola Darling's simultaneous sexual relationships with three different men is told by her and by her partners and other friends. All three men wanted her to commit solely to them; Nola resists being ""owned"" by a single partner.",7.056652000000001,A Seriously Sexy Comedy,She's Gotta Have It,"Comedy, Romance",en,US,"independent film, lesbian",1986
46,8700000,Other,USA,Other,Action,4865912,Band of the Hand,R,11.04.1986 00:00,109,6.3,Stephen Lang,2297,Leo Garen,1986,0,-0.44069977,-40,FALSE,33762,tt0090693,Band of the Hand,An Indian Vietnam veteran trains five street punks in the Everglades to fight vice in Miami.,4.397712,"They're back on the mean streets. But this time, they're the good guys.",Band of the Hand,"Action, Crime, Drama",en,US,"bikini, gang, drug addict, illegal drugs, survival training",1986
47,12000000,Columbia Pictures Corporation,USA,Other,Action,15945534,Armed and Dangerous,PG-13,15.08.1986 00:00,88,5.6,John Candy,9040,Brian Grazer,1986,1,0.3287945,30,FALSE,2620,tt0090660,Armed and Dangerous,"Dooley, a cop wrongly sacked for corruption, teams up with a useless defence lawyer in their new careers... as security guards. When the two are made fall guys for a robbery at a location they are guarding, the pair begin to investigate corruption within the company and their union. They soon make enemies of everyone, but can the unlikely duo save the day?",5.037671,Undercover. Overdressed. And keeping you safe from the scum of the earth,Armed and Dangerous,"Action, Comedy, Crime",en,US,"corruption, ex-cop, private detective, criminal defence lawyer",1986
48,1100000,Other,USA,Other,Comedy,1436000,Down by Law,R,30.10.1986 00:00,107,7.8,Tom Waits,39456,Jim Jarmusch,1986,1,0.305454545,30,FALSE,1554,tt0090967,Down by Law,The story of three men from completely different tracks who all meet in a Louisiana prison cell and eventually begin an awkward journey together.,8.843551,It's not where you start - It's where you start again.,Down by Law,"Crime, Drama, Comedy","en, it","DE, US","prison, prostitute, pimp, fight, louisiana, independent film, escape, conviction",1986
49,10000000,Other,USA,Other,Action,20603715,F/X,R,7.02.1986 00:00,109,6.7,Bryan Brown,14502,Robert T. Megginson,1986,1,1.0603715,110,FALSE,9873,tt0089118,F/X,"A movies special effects man is hired by a government agency to help stage the assassination of a well known gangster. When the agency double cross him, he uses his special effects to trap the gangster and the corrupt agents.",6.620556,Murder by Illusion,F/X,"Crime, Thriller, Action",en,US,"corruption, detective, assassin, showdown, fbi, mission of murder, witness protection, stuntman, police, mafia boss, deception, special effects, gunfight, new york city, violence, car chase, disguise, federal agent, makeup artist, manhunt, justice department",1986
50,18000000,Other,USA,Other,Sci-Fi,3900000,The Manhattan Project,PG-13,13.06.1986 00:00,117,6.1,John Lithgow,4666,Marshall Brickman,1986,0,-0.783333333,-80,FALSE,30194,tt0091472,The Manhattan Project,"Named after the World War II-era program, the plot revolves around a gifted high school student who decides to construct a nuclear bomb for a national science fair. The film's underlying theme involves the Cold War of the 1980s when government secrecy and mutually assured destruction were key political and military issues.",4.29831,Paul Stevens' high school science project has gotten a little out of hand. He just built an atomic bomb. Now he's got 11 hours to make sure it doesn't work.,The Manhattan Project,"Science Fiction, Thriller",en,US,"bomb, helicopter, plutonium, laser, heist, fugitive, teenager, scientist, nuclear, science, project",1986
51,25000000,Other,USA,Other,Action,1579260,Solarbabies,PG-13,26.11.1986 00:00,94,4.8,Richard Jordan,3397,Walon Green,1986,0,-0.9368296,-90,FALSE,36677,tt0091981,Solarbabies,"In a future in which most water has disappeared from the Earth, we find a group of children, mostly teenagers, who are living at an orphanage, run by the despotic rulers of the new Earth. The group in question plays a hockey based game on roller skates and is quite good. It has given them a unity that transcends the attempts to bring them to heel by the government. Finding an orb of special power, they find it has unusual effects on them. They escape from the orphanage (on skates) and try to cross the wasteland looking for a place they can live free as the storm-troopers search for them and the orb.",1.278665,Who will rule the future?,Solarbabies,Science Fiction,en,US,"post-apocalyptic, roller-skating, teenager, dystopic future, drought",1986
52,10000000,Touchstone Pictures,USA,Other,Comedy,21458229,Tough Guys,PG,3.10.1986 00:00,104,6.2,Burt Lancaster,5584,James Orr,1986,1,1.1458229,110,FALSE,11038,tt0092105,Tough Guys,"Harry Doyle (Lancaster) and Archie Lang (Douglas) are two old-time train robbers, who held up a train in 1956 and have been incarcerated for thirty years. After serving their time, they are released from jail and have to adjust to a new life of freedom. Harry and Archie realize that they still have the pizzazz when, picking up their prison checks at a bank, they foil a robbery attempt. Archie, who spent his prison time pumping himself up, easily picks up a 20-year-old aerobics instructor. Harry, on the other hand, has to waste away his days in a nursing home. They both have festering resentments -- Archie for having to endure a humiliating job as a busboy; Harry for having to endure patronizing attitudes toward senior citizens. The two old pals finally go back to what they know best. After successfully robbing an armored car, they decide to rob the same train that they robbed thirty years ago.",2.86084,They're Out To Teach A New World Some Old Tricks.,Tough Guys,"Comedy, Crime",en,US,"prison, train robbery",1986
53,12000000,Other,USA,Other,Comedy,7790931,The Best of Times,PG-13,31.01.1986 00:00,104,5.9,Robin Williams,5523,Ron Shelton,1986,0,-0.35075575,-40,FALSE,30653,tt0090713,The Best of Times,A small-town loser determines to have one more shot at the big time by winning a football game.,5.655712,"A comedy about life, hope, and getting even.",The Best of Times,Comedy,"en, de",US,sport,1986
54,2000000,Other,Other,Other,Horror,7369373,Witchboard,R,13.03.1987 00:00,98,5.7,Todd Allen,4744,Kevin Tenney,1986,1,2.6846865,270,FALSE,17994,tt0090327,Witchboard,"Playing around with a Ouija board, a trio of friends succeeds in contacting the spirit of a young boy. Trouble begins when the evil spirit, Malfeitor, takes over one of their bodies.",8.180575,It's more than just a game.,Witchboard,Horror,de,"GB, US","ax, possession, psychic power, ouija, ouija board, evil spirit",1987
55,14000000,Touchstone Pictures,USA,Other,Comedy,62134225,Down and Out in Beverly Hills,R,31.01.1986 00:00,103,6.1,Nick Nolte,13569,René Fauchois,1986,1,3.4381589289999996,340,FALSE,9941,tt0090966,Down and Out in Beverly Hills,"Beverly Hills couple Barbara and Dave Whiteman are very rich but not happy Dave is a hard working business man, his wife is only interested in yoga, aerobics and other meditation classes, and he sleeps with the house maid. Their teenage son is confused about his sexuality and their daughter is suffering from eating disorders. While they are celebrating thanksgiving having plenty of food, street tramp Jerry is hungry, homeless, sleeping rough and has lost his dog. Jerry decides to end his life by drowning himself in their swimming pool. Dave rescues him and invites him to stay for a while. How does this stranger change the life style of this family?",9.970485,See what happens when a dirty bum meets the filthy rich.,Down and Out in Beverly Hills,Comedy,"en, es",US,"homeless person, swimming pool, wealth, dog, family, extramarital affair",1986
56,8500000,Other,Other,Other,Biography,277646,Lady Jane,PG-13,7.02.1986 00:00,136,7.2,Helena Bonham Carter,5364,Chris Bryant,1986,0,-0.967335765,-100,FALSE,21867,tt0091374,Lady Jane,"The death of King Henry VIII throws his kingdom into chaos because of succession disputes. His weak son Edward, is on his deathbed. Anxious to keep England true to the Reformation, a scheming minister John Dudley marries off his son, Guildford to Lady Jane Grey, whom he places on the throne after Edward dies. At first hostile to each other, Guildford and Jane fall in love. But they cannot withstand the course of power which will lead to their ultimate downfall.",1.991634,,Lady Jane,"Drama, Romance, History",en,GB,,1986
57,18000000,Other,USA,Other,Action,1305114,8 Million Ways to Die,R,25.04.1986 00:00,115,5.7,Jeff Bridges,3607,Lawrence Block,1986,0,-0.927493667,-90,FALSE,20858,tt0090568,8 Million Ways to Die,"Scudder is a detective with the Sheriff's Department who is forced to shoot a violent suspect during a narcotics raid. The ensuing psychological aftermath of this shooting worsens his drinking problem and this alcoholism causes him to lose his job, as well as his marriage.",9.328747,Death comes to all except those who deserve it most.,8 Million Ways to Die,Crime,"en, de, es",US,"alcoholic, matt scudder",1986
58,8000000,Other,USA,Other,Action,11834302,Firewalker,PG,21.11.1986 00:00,104,5.0,Chuck Norris,4752,Robert Gosnell,1986,1,0.47928775,50,FALSE,12715,tt0091055,Firewalker,A pair of adventurers try to track down an ancient Aztec/Mayan/Egyptian/Apache horde of gold.,3.1508990000000003,A pair of down-and-out fortune hunters cash in on high adventure!,Firewalker,"Action, Adventure, Comedy","hu, en",US,"secret passage, martial arts, gold, treasure, temple, voodoo, wretch, treasure hunt, jungle, human sacrifice, soldier, drinking, central america, disguise, catfight, pretty woman, aztec indian, wisecrack humor, buddy comedy, bar fight, woman in peril, stranded in the desert",1986
59,3300000,Other,USA,Other,Comedy,4941117,Vamp,R,18.07.1986 00:00,93,5.9,Chris Makepeace,3909,Donald P. Borchers,1986,1,0.49730818200000004,50,FALSE,34223,tt0092147,Vamp,Two fraternity pledges go to a sleazy bar looking for strippers to entertain their college friends.,4.119962999999999,A Frightening Comedy,Vamp,"Comedy, Horror",en,US,"female nudity, nudity, vampire, strip club, chase, murder, independent film, gore, violence, fraternity, vixen",1986
60,15000000,Warner Bros.,USA,Other,Comedy,12308521,Club Paradise,PG-13,11.07.1986 00:00,96,4.9,Robin Williams,5049,Harry Shearer,1986,0,-0.17943193300000002,-20,FALSE,26555,tt0090856,Club Paradise,"When Chicago firefighter Jack Moniker retires and moves to a small Caribbean island, he is befriended by the owner of a run-down resort. Together they renovate the resort and lure tourists to Club Paradise in an effort to fight off corrupt officials and businessmen who want to claim the resort as their own.",4.079853,The vacation you'll never forget - no matter how hard you try.,Club Paradise,"Comedy, Drama, Romance",en,US,tropical island,1986
61,40000000,Universal Pictures,USA,Other,Comedy,49851591,Legal Eagles,PG,20.06.1986 00:00,116,5.9,Robert Redford,8374,Ivan Reitman,1986,1,0.246289775,20,FALSE,9930,tt0091396,Legal Eagles,"District Attorney Tom Logan is set for higher office, at least until he becomes involved with defence lawyer Laura Kelly and her unpredictable client Chelsea Deardon. It seems the least of Chelsea's crimes is the theft of a very valuable painting, but as the women persuade Logan to investigate further and to cut some official corners, a much more sinister scenario starts to emerge.",12.798828,Tom Logan has a law partner who put a dog on the witness stand. A client who can't enter a room without a crime being committed. And a case that could turn out to be the murder of the year. His.,Legal Eagles,"Comedy, Crime, Drama, Romance, Thriller",en,US,"court case, client, lawyer, courtroom",1986
62,13000000,Metro-Goldwyn-Mayer (MGM),USA,Other,Comedy,8475466,Wise Guys,R,18.04.1986 00:00,100,5.6,Danny DeVito,4573,George Gallo,1986,0,-0.34804107700000003,-30,FALSE,31659,tt0092226,Wise Guys,"Harry Valentini and Moe Dickstein are both errand boys for the Mob. When they lose $250,000, they are set up to kill each other. But they run off to Atlantic City and comedy follows.",1.884204,"What kind of guys gamble with the boss's money, swipe a killer's Cadillac, and party on the mob's credit card?",Wise Guys,"Comedy, Crime",en,US,"mafia, gangster, horse racing",1986
63,17000000,Other,Other,Other,Adventure,2315683,Shanghai Surprise,PG-13,29.08.1986 00:00,97,3.1,Sean Penn,4339,John Kohn,1986,0,-0.863783353,-90,FALSE,58048,tt0091934,Shanghai Surprise,"Glendon Wasey is a fortune hunter looking for a fast track out of China. Gloria Tatlock is a missionary nurse seeking the curing powers of opium for her patients. Fate sets them on a hectic, exotic, and even romantic quest for stolen drugs. But they are up against every thug and smuggler in Shangai.",1.408849,A romantic adventure for the dangerous at heart.,Shanghai Surprise,Adventure,en,GB,,1986
64,16000000,Other,USA,Other,Drama,3800000,Power,R,31.01.1986 00:00,111,5.7,Richard Gere,2287,David Himmelstein,1986,0,-0.7625,-80,FALSE,46948,tt0091786,Power,"Pete St. John is a powerful and successful political consultant, with clients spread around the country. When his long-time friend and client Ohio senator Sam Hastings decides to quit politics, he is rapidly drafted to help with the campaign of the man destined to succeed him, unknown and mysterious businessman Jerome Cade...",1.8283220000000002,More seductive than sex... More addictive than any drug... More precious than gold. And one man can get it for you. For a price.,Power,Drama,en,US,"politics, image maker",1986
